"";"date_start_balance";"date_end_balance";"booking_date";"start_balance";"end_balance";"amount";"booking_text";"tx_code"
"1";"22.02.16";"22.03.16";"22.03.16";35908,38;35898,38;-10;"GEBUEHREN";"808"
"2";"22.02.16";"22.03.16";"22.03.16";697,88;687,88;-10;"GEBUEHREN";"808"
"3";"15.03.16";"21.03.16";"21.03.16";45216,5;46201;520;"SEPA-Gutschrift";"166"
"4";"15.03.16";"21.03.16";"21.03.16";45216,5;46201;464,5;"SEPA-Gutschrift";"166"
"5";"17.03.16";"22.03.16";"22.03.16";30616,1;30606,1;-10;"GEBUEHREN";"808"
"6";"17.03.16";"21.03.16";"21.03.16";18363,55;19562,55;541;"SEPA-Gutschrift";"166"
"7";"17.03.16";"21.03.16";"21.03.16";18363,55;19562,55;279;"SEPA-Gutschrift";"166"
"8";"17.03.16";"21.03.16";"21.03.16";18363,55;19562,55;199;"SEPA-Gutschrift";"166"
"9";"17.03.16";"21.03.16";"21.03.16";18363,55;19562,55;180;"SEPA-Gutschrift";"166"
"10";"18.03.16";"21.03.16";"21.03.16";150072,92;143245,79;100;"SEPA Rueckgabe";"159"
"11";"18.03.16";"21.03.16";"21.03.16";150072,92;143245,79;-6511,68;"SEPA-Ueberweisungsdatei";"191"
"12";"18.03.16";"21.03.16";"21.03.16";150072,92;143245,79;-308,5;"SEPA-Ueberweisungsdatei";"191"
"13";"18.03.16";"21.03.16";"21.03.16";150072,92;143245,79;-106,95;"SEPA Basislastschrift";"105"
"14";"18.03.16";"22.03.16";"22.03.16";2924651,6;1924641,6;-1e+06;"SEPA-Ueberweisung";"116"
"15";"18.03.16";"22.03.16";"22.03.16";2924651,6;1924641,6;-10;"GEBUEHREN";"808"
"16";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;1644;"AUSSENH.";"202"
"17";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;1320;"SEPA-Gutschrift";"166"
"18";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;1076,03;"SEPA-Gutschrift";"166"
"19";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;1049,89;"SEPA-Gutschrift";"166"
"20";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;1047;"SEPA-Gutschrift";"166"
"21";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;867,99;"SEPA-Gutschrift";"166"
"22";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;849;"SEPA-Gutschrift";"166"
"23";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;799;"SEPA-Gutschrift";"166"
"24";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;789;"SEPA-Gutschrift";"166"
"25";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;729;"SEPA-Gutschrift";"166"
"26";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;669;"SEPA-Gutschrift";"166"
"27";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;599;"SEPA-Gutschrift";"166"
"28";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;599;"SEPA-Gutschrift";"166"
"29";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;599;"SEPA-Gutschrift";"166"
"30";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;599;"SEPA-Gutschrift";"166"
"31";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;579;"SEPA-Regierungsgutschrift";"156"
"32";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;579;"SEPA-Gutschrift";"166"
"33";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;499;"SEPA-Gutschrift";"166"
"34";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;479;"SEPA-Gutschrift";"166"
"35";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;453;"SEPA-Gutschrift";"166"
"36";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;449;"SEPA-Gutschrift";"166"
"37";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;424;"SEPA-Gutschrift";"166"
"38";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;399;"SEPA-Gutschrift";"166"
"39";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;399;"SEPA-Gutschrift";"166"
"40";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;365;"SEPA-Gutschrift";"166"
"41";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;340;"SEPA-Gutschrift";"166"
"42";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;315;"SEPA-Gutschrift";"166"
"43";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;299;"SEPA-Gutschrift";"166"
"44";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;250;"SEPA-Gutschrift";"166"
"45";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;249;"SEPA-Gutschrift";"166"
"46";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;249;"SEPA-Gutschrift";"166"
"47";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;200;"SEPA-Gutschrift";"166"
"48";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;199;"SEPA-Gutschrift";"166"
"49";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;174,9;"SEPA-Gutschrift";"166"
"50";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;174,9;"SEPA-Gutschrift";"166"
"51";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;174,9;"SEPA-Gutschrift";"166"
"52";"18.03.16";"21.03.16";"21.03.16";1294633,32;1315175,93;56;"SEPA-Gutschrift";"166"
"53";"18.03.16";"22.03.16";"22.03.16";17907,16;17897,16;-10;"GEBUEHREN";"808"
"54";"18.03.16";"21.03.16";"21.03.16";50221,6;50760,6;429;"SEPA-Gutschrift";"166"
"55";"18.03.16";"21.03.16";"21.03.16";50221,6;50760,6;110;"SEPA-Gutschrift";"166"
"56";"18.03.16";"22.03.16";"22.03.16";50761,43;49126,93;-1624,5;"SEPA-Ueberweisung";"116"
"57";"18.03.16";"22.03.16";"22.03.16";50761,43;49126,93;-10;"GEBUEHREN";"808"
"58";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;175,08;"AUSSENH.";"202"
"59";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-1300,92;"AUSSENH.";"201"
"60";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-1203,92;"AUSSENH.";"201"
"61";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-629,92;"AUSSENH.";"201"
"62";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-532,92;"AUSSENH.";"201"
"63";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-523,92;"AUSSENH.";"201"
"64";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-453,92;"AUSSENH.";"201"
"65";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-318,92;"AUSSENH.";"201"
"66";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-235,92;"AUSSENH.";"201"
"67";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-223,92;"AUSSENH.";"201"
"68";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-207,92;"AUSSENH.";"201"
"69";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-186,42;"AUSSENH.";"201"
"70";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-153,92;"AUSSENH.";"201"
"71";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-150,92;"AUSSENH.";"201"
"72";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-127,92;"AUSSENH.";"201"
"73";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-123,92;"AUSSENH.";"201"
"74";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-117,92;"AUSSENH.";"201"
"75";"18.03.16";"21.03.16";"21.03.16";32653,22;26241,16;-93,92;"AUSSENH.";"201"
"76";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;1e+06;"SEPA-Gutschrift";"166"
"77";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;449;"SEPA-Gutschrift";"166"
"78";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;121,23;"SEPA-Gutschrift";"166"
"79";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;100;"SEPA Rueckgabe";"159"
"80";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-31644,49;"SEPA-Ueberweisungsdatei";"191"
"81";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-30146,41;"SEPA-Ueberweisungsdatei";"191"
"82";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-15597,33;"SEPA Basislastschrift";"105"
"83";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-13132,9;"SEPA-Ueberweisungsdatei";"191"
"84";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-2026,29;"SEPA-Ueberweisung";"116"
"85";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-360;"GEBUEHREN";"808"
"86";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-89,25;"GEBUEHREN";"808"
"87";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-60;"GEBUEHREN";"808"
"88";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-50;"GEBUEHREN";"808"
"89";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-47,6;"GEBUEHREN";"808"
"90";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-10;"GEBUEHREN";"808"
"91";"21.03.16";"22.03.16";"22.03.16";143245,79;1050741,75;-10;"GEBUEHREN";"808"
"92";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;2414;"SEPA-Gutschrift";"166"
"93";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;2200;"SEPA-Gutschrift";"166"
"94";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1795;"SEPA-Gutschrift";"166"
"95";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1406;"SEPA-Gutschrift";"166"
"96";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1405,5;"SEPA-Gutschrift";"166"
"97";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1403;"SEPA-Gutschrift";"166"
"98";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1399;"SEPA-Gutschrift";"166"
"99";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1345;"SEPA-Gutschrift";"166"
"100";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1259;"SEPA-Gutschrift";"166"
"101";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1199;"SEPA-Gutschrift";"166"
"102";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;1080;"SEPA-Gutschrift";"166"
"103";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;899;"SEPA-Gutschrift";"166"
"104";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;881;"SEPA-Gutschrift";"166"
"105";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;786,5;"SEPA-Gutschrift";"166"
"106";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;732;"SEPA-Gutschrift";"166"
"107";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;702;"SEPA-Gutschrift";"166"
"108";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;699;"SEPA-Gutschrift";"166"
"109";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;699;"SEPA-Gutschrift";"166"
"110";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;679;"SEPA-Gutschrift";"166"
"111";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;649;"SEPA-Gutschrift";"166"
"112";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;629;"SEPA-Gutschrift";"166"
"113";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;600;"SEPA-Gutschrift";"166"
"114";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;599;"SEPA-Gutschrift";"166"
"115";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;599;"SEPA-Gutschrift";"166"
"116";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;583;"SEPA-Gutschrift";"166"
"117";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;529;"SEPA-Gutschrift";"166"
"118";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;499;"SEPA-Gutschrift";"166"
"119";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;499;"SEPA-Gutschrift";"166"
"120";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;465;"SEPA-Gutschrift";"166"
"121";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;440;"SEPA-Gutschrift";"166"
"122";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;379;"SEPA-Gutschrift";"166"
"123";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;372;"SEPA-Gutschrift";"166"
"124";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;350;"SEPA-Gutschrift";"166"
"125";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;350;"SEPA-Gutschrift";"166"
"126";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;330;"SEPA-Gutschrift";"166"
"127";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;279;"SEPA-Gutschrift";"166"
"128";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;279;"SEPA-Gutschrift";"166"
"129";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;279;"SEPA-Gutschrift";"166"
"130";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;269;"SEPA-Gutschrift";"166"
"131";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;249;"SEPA-Gutschrift";"166"
"132";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;249;"SEPA-Gutschrift";"166"
"133";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;249;"SEPA-Gutschrift";"166"
"134";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;229;"SEPA-Gutschrift";"166"
"135";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;199;"SEPA-Gutschrift";"166"
"136";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;174,9;"SEPA-Gutschrift";"166"
"137";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;161,1;"SEPA-Gutschrift";"166"
"138";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;135;"SEPA-Gutschrift";"166"
"139";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;63;"SEPA-Gutschrift";"166"
"140";"21.03.16";"22.03.16";"22.03.16";1315175,93;1348835,93;-10;"GEBUEHREN";"808"
"141";"21.03.16";"22.03.16";"22.03.16";46201;46640;449;"SEPA-Gutschrift";"166"
"142";"21.03.16";"22.03.16";"22.03.16";46201;46640;-10;"GEBUEHREN";"808"
"143";"21.03.16";"22.03.16";"22.03.16";50760,6;52199,6;600;"SEPA-Gutschrift";"166"
"144";"21.03.16";"22.03.16";"22.03.16";50760,6;52199,6;430;"SEPA-Gutschrift";"166"
"145";"21.03.16";"22.03.16";"22.03.16";50760,6;52199,6;219;"SEPA-Gutschrift";"166"
"146";"21.03.16";"22.03.16";"22.03.16";50760,6;52199,6;200;"SEPA-Gutschrift";"166"
"147";"21.03.16";"22.03.16";"22.03.16";50760,6;52199,6;-10;"GEBUEHREN";"808"
"148";"21.03.16";"22.03.16";"22.03.16";19562,55;19552,55;-10;"GEBUEHREN";"808"
"149";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-1403,94;"AUSSENH.";"201"
"150";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-802,94;"AUSSENH.";"201"
"151";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-653,94;"AUSSENH.";"201"
"152";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-587,94;"AUSSENH.";"201"
"153";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-548,94;"AUSSENH.";"201"
"154";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-513,94;"AUSSENH.";"201"
"155";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-463,94;"AUSSENH.";"201"
"156";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-453,94;"AUSSENH.";"201"
"157";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-453,94;"AUSSENH.";"201"
"158";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-448,94;"AUSSENH.";"201"
"159";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-428,94;"AUSSENH.";"201"
"160";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-403,94;"AUSSENH.";"201"
"161";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-348,94;"AUSSENH.";"201"
"162";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-303,94;"AUSSENH.";"201"
"163";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-303,94;"AUSSENH.";"201"
"164";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-273,94;"AUSSENH.";"201"
"165";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-263,94;"AUSSENH.";"201"
"166";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-253,94;"AUSSENH.";"201"
"167";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-233,94;"AUSSENH.";"201"
"168";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-223,94;"AUSSENH.";"201"
"169";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-203,94;"AUSSENH.";"201"
"170";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-203,94;"AUSSENH.";"201"
"171";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-188,94;"AUSSENH.";"201"
"172";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-183,94;"AUSSENH.";"201"
"173";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-163,94;"AUSSENH.";"201"
"174";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-163,94;"AUSSENH.";"201"
"175";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-153,94;"AUSSENH.";"201"
"176";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-148,94;"AUSSENH.";"201"
"177";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-143,94;"AUSSENH.";"201"
"178";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-143,94;"AUSSENH.";"201"
"179";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-118,94;"AUSSENH.";"201"
"180";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-103,94;"AUSSENH.";"201"
"181";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-103,94;"AUSSENH.";"201"
"182";"21.03.16";"23.03.16";"23.03.16";26241,16;14754,2;-88,94;"AUSSENH.";"201"
"183";"22.03.16";"04.04.16";"04.04.16";427,5;421,95;-5,55;"ABSCHLUSS";"805"
"184";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;1572,22;"SEPA Reject";"159"
"185";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;17,26;"SEPA-Gutschrift";"166"
"186";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;10,52;"SEPA-Gutschrift";"166"
"187";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-365871,74;"SEPA-Ueberweisungsdatei";"191"
"188";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-12724,04;"AUSSENH.";"201"
"189";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-4155,78;"SEPA-Ueberweisungsdatei";"191"
"190";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-3910;"SEPA-Ueberweisungsdatei";"191"
"191";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-785,56;"SEPA-Ueberweisungsdatei";"191"
"192";"22.03.16";"23.03.16";"23.03.16";1050741,75;664889,63;-5;"GEBUEHREN";"808"
"193";"22.03.16";"04.04.16";"04.04.16";35898,38;35891,83;-6,55;"ABSCHLUSS";"805"
"194";"22.03.16";"29.03.16";"29.03.16";1924641,6;1874641,6;-50000;"EUELEKTR.";"013"
"195";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;2340;"SEPA-Gutschrift";"166"
"196";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;1778,45;"SEPA-Gutschrift";"166"
"197";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;1289,2;"SEPA-Gutschrift";"166"
"198";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;1130;"SEPA-Gutschrift";"166"
"199";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;994;"SEPA-Gutschrift";"166"
"200";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;969;"SEPA-Gutschrift";"166"
"201";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;899,4;"SEPA-Gutschrift";"166"
"202";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;879;"SEPA-Gutschrift";"166"
"203";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;799;"SEPA-Gutschrift";"166"
"204";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;639;"SEPA-Gutschrift";"166"
"205";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;599;"SEPA-Gutschrift";"166"
"206";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;598;"SEPA-Gutschrift";"166"
"207";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;579;"SEPA-Gutschrift";"166"
"208";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;521;"SEPA-Gutschrift";"166"
"209";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;521;"SEPA-Gutschrift";"166"
"210";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;476;"SEPA-Gutschrift";"166"
"211";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;450;"SEPA-Gutschrift";"166"
"212";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;429;"SEPA-Gutschrift";"166"
"213";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;388;"SEPA-Gutschrift";"166"
"214";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;379;"SEPA-Gutschrift";"166"
"215";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;379;"SEPA-Gutschrift";"166"
"216";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;349;"SEPA-Gutschrift";"166"
"217";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;349;"SEPA-Gutschrift";"166"
"218";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;329;"SEPA-Gutschrift";"166"
"219";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;299;"SEPA-Gutschrift";"166"
"220";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;229;"SEPA-Gutschrift";"166"
"221";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;229;"SEPA-Gutschrift";"166"
"222";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;174,9;"SEPA-Gutschrift";"166"
"223";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;174,9;"SEPA-Gutschrift";"166"
"224";"22.03.16";"23.03.16";"23.03.16";1348835,93;1368125,78;120;"SEPA-Gutschrift";"166"
"225";"22.03.16";"23.03.16";"23.03.16";17897,16;17087,65;-445,39;"SEPA-Ueberweisung";"116"
"226";"22.03.16";"23.03.16";"23.03.16";17897,16;17087,65;-364,12;"SEPA-Ueberweisung";"116"
"227";"22.03.16";"23.03.16";"23.03.16";46640;47069;429;"SEPA-Gutschrift";"166"
"228";"22.03.16";"21.04.16";"21.04.16";687,88;677,88;-10;"GEBUEHREN";"808"
"229";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-1700;"SEPA-Ueberweisung";"116"
"230";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-700;"SEPA-Ueberweisung";"116"
"231";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-400;"SEPA-Ueberweisung";"116"
"232";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-336,07;"SEPA-Ueberweisung";"116"
"233";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-280;"SEPA-Ueberweisung";"116"
"234";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-200;"SEPA-Ueberweisung";"116"
"235";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-196,64;"SEPA-Ueberweisung";"116"
"236";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-190;"SEPA-Ueberweisung";"116"
"237";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-150;"SEPA-Ueberweisung";"116"
"238";"22.03.16";"24.03.16";"24.03.16";30606,1;26323,39;-130;"SEPA-Ueberweisung";"116"
"239";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;970;"SEPA-Gutschrift";"166"
"240";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;609;"SEPA-Gutschrift";"166"
"241";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;350;"SEPA-Gutschrift";"166"
"242";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;239;"SEPA-Gutschrift";"166"
"243";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;235,9;"EUELEKTR.";"063"
"244";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;200;"SEPA-Gutschrift";"166"
"245";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;200;"SEPA-Gutschrift";"166"
"246";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;170;"SEPA-Gutschrift";"166"
"247";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;162;"SEPA-Gutschrift";"166"
"248";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;149,9;"SEPA-Gutschrift";"166"
"249";"22.03.16";"23.03.16";"23.03.16";52199,6;55605,4;120;"SEPA-Gutschrift";"166"
"250";"22.03.16";"23.03.16";"23.03.16";49126,93;48605,81;-521,12;"SEPA-Ueberweisung";"116"
"251";"22.03.16";"23.03.16";"23.03.16";19552,55;20331,46;379;"SEPA-Gutschrift";"166"
"252";"22.03.16";"23.03.16";"23.03.16";19552,55;20331,46;290;"SEPA-Gutschrift";"166"
"253";"22.03.16";"23.03.16";"23.03.16";19552,55;20331,46;109,91;"SEPA-Gutschrift";"166"
"254";"23.03.16";"24.03.16";"24.03.16";664889,63;438111,52;156;"SEPA-Gutschrift";"166"
"255";"23.03.16";"24.03.16";"24.03.16";664889,63;438111,52;107,1;"SEPA-Gutschrift";"166"
"256";"23.03.16";"24.03.16";"24.03.16";664889,63;438111,52;-191462,14;"SEPA-Ueberweisungsdatei";"191"
